universal_id,Source,source_doi,domain_family,response_type,UCS_kPa,CBR,cbr_condition,Curing_Days,soil_id,soil_class,soil_location,sand_pct,silt_pct,Clay_Fraction,gravel_pct,ll_pct,pl_pct,Plasticity_Index,specific_gravity,OMC,MDD,Water_Content,dry_density_gcm3,Cement_Content,Lime_Content,Fly_Ash_Content,GGBS_Content,rice_husk_ash_pct,pond_ash_pct,marble_powder_pct,harha_pct,fgd_gypsum_pct,biopolymer_pct,xanthan_gum_pct,guar_gum_pct,chitosan_pct,lignin_pct,fiber_pct,polypropylene_pct,jute_pct,waste_plastic_pct,sludge_pct,coconut_shell_pct,naoh_pct,na2sio3_pct,alkali_activator_pct,water_binder_ratio,compaction_rate_mm_min,physical_quality_flag,Binder_Content,SiO2,Al2O3,CaO,A_clay,phi_ox,Delta_w,Binder_Total,Binder_Clay_Ratio,log_curing
UCDV1_00014,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1913.0,,,7.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,76.0,,16.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,92.0,,2.0794415416798357
UCDV1_00015,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1239.0,,,7.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,80.0,,16.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,96.0,,2.0794415416798357
UCDV1_00016,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1661.0,,,7.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,75.0,,20.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,95.0,,2.0794415416798357
UCDV1_00017,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1926.0,,,7.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,70.0,,24.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,2.0794415416798357
UCDV1_00018,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,2063.0,,,7.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,60.0,,32.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,92.0,,2.0794415416798357
UCDV1_00019,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,94.1,,,14.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,100.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,100.0,,2.70805020110221
UCDV1_00020,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,101.0,,,14.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,94.0,,4.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,98.0,,2.70805020110221
UCDV1_00021,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,115.0,,,14.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,88.0,,8.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,96.0,,2.70805020110221
UCDV1_00022,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,113.0,,,14.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,82.0,,12.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,2.70805020110221
UCDV1_00023,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,175.0,,,14.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,76.0,,16.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,92.0,,2.70805020110221
UCDV1_00024,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,102.0,,,14.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,80.0,,16.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,96.0,,2.70805020110221
UCDV1_00025,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,147.0,,,14.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,75.0,,20.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,95.0,,2.70805020110221
UCDV1_00026,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,174.0,,,14.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,70.0,,24.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,2.70805020110221
UCDV1_00027,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,187.0,,,14.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,60.0,,32.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,92.0,,2.70805020110221
UCDV1_00028,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,214.0,,,14.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,100.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,100.0,,2.70805020110221
UCDV1_00029,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1270.0,,,14.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,94.0,,4.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,98.0,,2.70805020110221
UCDV1_00030,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1229.0,,,14.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,88.0,,8.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,96.0,,2.70805020110221
UCDV1_00031,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1970.0,,,14.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,82.0,,12.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,2.70805020110221
UCDV1_00032,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1805.0,,,14.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,76.0,,16.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,92.0,,2.70805020110221
UCDV1_00033,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1372.0,,,14.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,80.0,,16.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,96.0,,2.70805020110221
UCDV1_00034,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1696.0,,,14.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,75.0,,20.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,95.0,,2.70805020110221
UCDV1_00035,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1853.0,,,14.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,70.0,,24.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,2.70805020110221
UCDV1_00036,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1996.0,,,14.0,,,,,,,,35.5,,21.2,,,1.696,21.57,,60.0,,32.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,92.0,,2.70805020110221
UCDV1_00037,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,128.0,,,28.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,100.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,100.0,,3.367295829986474
UCDV1_00038,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,105.0,,,28.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,94.0,,4.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,98.0,,3.367295829986474
UCDV1_00039,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,117.0,,,28.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,88.0,,8.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,96.0,,3.367295829986474
UCDV1_00040,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,176.0,,,28.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,82.0,,12.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,3.367295829986474
UCDV1_00041,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,187.0,,,28.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,76.0,,16.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,92.0,,3.367295829986474
UCDV1_00042,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,134.0,,,28.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,80.0,,16.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,96.0,,3.367295829986474
UCDV1_00043,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,150.0,,,28.0,,,,,,,,35.5,,21.2,,,1.549,22.8,,75.0,,20.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,95.0,,3.367295829986474
